candidate_id,arxiv_id,route_id,round,family,facet,rank,title,canonical_url,raw_file
arxiv:2601.20708,2601.20708,Q16,L4,evaluation,verification,7,A scalable flow-based approach to mitigate topological freezing,https://arxiv.org/abs/2601.20708,raw/arxiv/Q16.xml
arxiv:2601.20708,2601.20708,Q22,L8,topology,problem,1,A scalable flow-based approach to mitigate topological freezing,https://arxiv.org/abs/2601.20708,expansion/raw/arxiv/Q22.xml
arxiv:2602.06849,2602.06849,Q09,L2,entropy_production,mechanism,9,Improved Sampling Schedules for Discrete Diffusion Models,https://arxiv.org/abs/2602.06849,raw/arxiv/Q09.xml
arxiv:2602.08502,2602.08502,Q11,L2,critical_slowing,problem,13,Preserving Hamiltonian Locality in Real-Space Coarse-Graining via Kernel Projection,https://arxiv.org/abs/2602.08502,raw/arxiv/Q11.xml
arxiv:2602.10989,2602.10989,Q08,L2,path_space,mechanism,24,Variational Optimality of Föllmer Processes in Generative Diffusions,https://arxiv.org/abs/2602.10989,raw/arxiv/Q08.xml
arxiv:2602.14310,2602.14310,Q08,L2,path_space,mechanism,23,Robust Filtering of Lévy-driven Stochastic Models,https://arxiv.org/abs/2602.14310,raw/arxiv/Q08.xml
arxiv:2602.18808,2602.18808,Q08,L2,path_space,mechanism,22,Orthogonal polynomials on path-space,https://arxiv.org/abs/2602.18808,raw/arxiv/Q08.xml
arxiv:2602.21426,2602.21426,Q17,L4,correction,exactness,6,Proximal-IMH: Proximal Posterior Proposals for Independent Metropolis-Hastings with Approximate Operators,https://arxiv.org/abs/2602.21426,raw/arxiv/Q17.xml
arxiv:2602.23731,2602.23731,Q11,L2,critical_slowing,problem,12,A Machine Learning Approach for Lattice Gauge Fixing,https://arxiv.org/abs/2602.23731,raw/arxiv/Q11.xml
arxiv:2602.23840,2602.23840,Q11,L2,critical_slowing,problem,11,A novel gauge-equivariant neural-network architecture for preconditioners in lattice QCD,https://arxiv.org/abs/2602.23840,raw/arxiv/Q11.xml
arxiv:2603.00252,2603.00252,Q11,L2,critical_slowing,problem,10,A Monte Carlo estimator of flow fields for sampling and noise problems,https://arxiv.org/abs/2603.00252,raw/arxiv/Q11.xml
arxiv:2603.02984,2603.02984,Q05,L1,normalizing_flow,method,6,Variance reduction in lattice QCD observables via normalizing flows,https://arxiv.org/abs/2603.02984,raw/arxiv/Q05.xml
arxiv:2603.08607,2603.08607,Q16,L4,evaluation,verification,6,RESAPLE: An Approximate One-Step Restricted Likelihood Estimator of Spatial Dependence for Exploratory Spatial Analysis,https://arxiv.org/abs/2603.08607,raw/arxiv/Q16.xml
arxiv:2603.12299,2603.12299,Q17,L4,correction,exactness,5,Regenerative Rejection Sampling,https://arxiv.org/abs/2603.12299,raw/arxiv/Q17.xml
arxiv:2603.12501,2603.12501,Q05,L1,normalizing_flow,method,5,Normalizing-flow-based density of states for (1+1)D U(1) lattice gauge theory with a $θ$-term,https://arxiv.org/abs/2603.12501,raw/arxiv/Q05.xml
arxiv:2603.13138,2603.13138,Q23,L9,multiscale,scaling,2,Update on the computation of the quenched $SU(6)$ Yang-Mills lattice spectrum,https://arxiv.org/abs/2603.13138,expansion/raw/arxiv/Q23.xml
arxiv:2603.14695,2603.14695,Q11,L2,critical_slowing,problem,9,Scaling Autoregressive Models for Lattice Thermodynamics,https://arxiv.org/abs/2603.14695,raw/arxiv/Q11.xml
arxiv:2603.15308,2603.15308,Q08,L2,path_space,mechanism,21,Normal approximation for the polynomial functionals of correlated random field sampling along random walk path in dimension $1+1$,https://arxiv.org/abs/2603.15308,raw/arxiv/Q08.xml
arxiv:2603.16789,2603.16789,Q08,L2,path_space,mechanism,20,Conservative Continuous-Time Treatment Optimization,https://arxiv.org/abs/2603.16789,raw/arxiv/Q08.xml
arxiv:2603.18624,2603.18624,Q08,L2,path_space,mechanism,19,REST: Receding Horizon Explorative Steiner Tree for Zero-Shot Object-Goal Navigation,https://arxiv.org/abs/2603.18624,raw/arxiv/Q08.xml
arxiv:2604.00375,2604.00375,Q17,L4,correction,exactness,4,"Locally Confident, Globally Stuck: The Quality-Exploration Dilemma in Diffusion Language Models",https://arxiv.org/abs/2604.00375,raw/arxiv/Q17.xml
arxiv:2604.01287,2604.01287,Q16,L4,evaluation,verification,5,Enhanced Sampling Techniques for Lattice Gauge Theory,https://arxiv.org/abs/2604.01287,raw/arxiv/Q16.xml
arxiv:2604.01908,2604.01908,Q09,L2,entropy_production,mechanism,8,Phonon Thermal Hall Effect in quartz and its absence in silica,https://arxiv.org/abs/2604.01908,raw/arxiv/Q09.xml
arxiv:2604.07762,2604.07762,Q08,L2,path_space,mechanism,18,Generative optimal transport via forward-backward HJB matching,https://arxiv.org/abs/2604.07762,raw/arxiv/Q08.xml
arxiv:2604.07867,2604.07867,Q09,L2,entropy_production,mechanism,7,Stochastic Thermodynamics for Autoregressive Generative Models: A Non-Markovian Perspective,https://arxiv.org/abs/2604.07867,raw/arxiv/Q09.xml
arxiv:2604.10209,2604.10209,Q05,L1,normalizing_flow,method,4,Scalable Generative Sampling and Multilevel Estimation for Lattice Field Theories Near Criticality,https://arxiv.org/abs/2604.10209,raw/arxiv/Q05.xml
arxiv:2604.10209,2604.10209,Q11,L2,critical_slowing,problem,8,Scalable Generative Sampling and Multilevel Estimation for Lattice Field Theories Near Criticality,https://arxiv.org/abs/2604.10209,raw/arxiv/Q11.xml
arxiv:2604.10209,2604.10209,Q16,L4,evaluation,verification,4,Scalable Generative Sampling and Multilevel Estimation for Lattice Field Theories Near Criticality,https://arxiv.org/abs/2604.10209,raw/arxiv/Q16.xml
arxiv:2604.10209,2604.10209,Q23,L9,multiscale,scaling,1,Scalable Generative Sampling and Multilevel Estimation for Lattice Field Theories Near Criticality,https://arxiv.org/abs/2604.10209,expansion/raw/arxiv/Q23.xml
arxiv:2604.12416,2604.12416,Q05,L1,normalizing_flow,method,3,Machine learning for four-dimensional SU(3) lattice gauge theories,https://arxiv.org/abs/2604.12416,raw/arxiv/Q05.xml
arxiv:2604.12416,2604.12416,Q06,L2,stochastic_flow,method,1,Machine learning for four-dimensional SU(3) lattice gauge theories,https://arxiv.org/abs/2604.12416,raw/arxiv/Q06.xml
arxiv:2604.12416,2604.12416,Q10,L2,diffusion,adjacent,2,Machine learning for four-dimensional SU(3) lattice gauge theories,https://arxiv.org/abs/2604.12416,raw/arxiv/Q10.xml
arxiv:2604.14300,2604.14300,Q11,L2,critical_slowing,problem,7,Cell-Dependent Criticality for Quantum Metrology,https://arxiv.org/abs/2604.14300,raw/arxiv/Q11.xml
arxiv:2604.15694,2604.15694,Q08,L2,path_space,mechanism,17,Neural Continuous-Time Markov Chain: Discrete Diffusion via Decoupled Jump Timing and Direction,https://arxiv.org/abs/2604.15694,raw/arxiv/Q08.xml
arxiv:2604.18723,2604.18723,Q09,L2,entropy_production,mechanism,6,Model-independent reconstruction of cosmic thermodynamics and dark energy dynamics,https://arxiv.org/abs/2604.18723,raw/arxiv/Q09.xml
arxiv:2604.20775,2604.20775,Q08,L2,path_space,mechanism,16,Relative Entropy Estimation in Function Space: Theory and Applications to Trajectory Inference,https://arxiv.org/abs/2604.20775,raw/arxiv/Q08.xml
arxiv:2604.24777,2604.24777,Q12,L3,jarzynski,method_precedent,1,Bounded thermal weights from a discrete Boltzmann factor,https://arxiv.org/abs/2604.24777,raw/arxiv/Q12.xml
arxiv:2604.26534,2604.26534,Q09,L2,entropy_production,mechanism,5,Neural and Tensor Networks in the Study of Quantum Annealing Processors,https://arxiv.org/abs/2604.26534,raw/arxiv/Q09.xml
arxiv:2604.27443,2604.27443,Q08,L2,path_space,mechanism,15,ABC: Any-Subset Autoregression via Non-Markovian Diffusion Bridges in Continuous Time and Space,https://arxiv.org/abs/2604.27443,raw/arxiv/Q08.xml
arxiv:2605.05764,2605.05764,Q09,L2,entropy_production,mechanism,4,Weighted Phase-Space Paths for Exact Wigner Dynamics,https://arxiv.org/abs/2605.05764,raw/arxiv/Q09.xml
arxiv:2605.06829,2605.06829,Q18,L4,adjacent,method,1,"A Unified Measure-Theoretic View of Diffusion, Score-Based, and Flow Matching Generative Models",https://arxiv.org/abs/2605.06829,raw/arxiv/Q18.xml
arxiv:2605.07867,2605.07867,Q11,L2,critical_slowing,problem,6,Cluster Dynamics Stay Fast-Until Tricriticality,https://arxiv.org/abs/2605.07867,raw/arxiv/Q11.xml
arxiv:2605.11199,2605.11199,P09,L3,author_context,identifier_probe,1,Operator Spectroscopy of Trained Lattice Samplers,https://arxiv.org/abs/2605.11199,raw/arxiv/P09.xml
arxiv:2605.12379,2605.12379,Q08,L2,path_space,mechanism,14,Discrete Flow Matching for Offline-to-Online Reinforcement Learning,https://arxiv.org/abs/2605.12379,raw/arxiv/Q08.xml
arxiv:2605.13121,2605.13121,Q11,L2,critical_slowing,problem,5,Ultrafast Critical Slowing of Spin Dynamics and Emergent Nonequilibrium Fano Interference in Fe3GeTe2,https://arxiv.org/abs/2605.13121,raw/arxiv/Q11.xml
arxiv:2605.13681,2605.13681,Q08,L2,path_space,mechanism,13,Sampling from Flow Language Models via Marginal-Conditioned Bridges,https://arxiv.org/abs/2605.13681,raw/arxiv/Q08.xml
arxiv:2605.16020,2605.16020,Q11,L2,critical_slowing,problem,4,Variational Autoregressive Networks with probability priors,https://arxiv.org/abs/2605.16020,raw/arxiv/Q11.xml
arxiv:2605.17271,2605.17271,Q08,L2,path_space,mechanism,12,Scalable Bi-causal Optimal Transport via KL Relaxation and Policy Gradients,https://arxiv.org/abs/2605.17271,raw/arxiv/Q08.xml
arxiv:2605.22444,2605.22444,Q05,L1,normalizing_flow,method,2,Normalizing flows for all-orders QED corrections in lattice field theory,https://arxiv.org/abs/2605.22444,raw/arxiv/Q05.xml
arxiv:2605.22723,2605.22723,Q08,L2,path_space,mechanism,11,The Value of Covariance Matching in Gaussian DDPMs and the Lanczos Sampler,https://arxiv.org/abs/2605.22723,raw/arxiv/Q08.xml
arxiv:2605.23434,2605.23434,Q08,L2,path_space,mechanism,10,Onsager-Machlup Posterior Transport for Deep Gaussian Processes,https://arxiv.org/abs/2605.23434,raw/arxiv/Q08.xml
arxiv:2605.27079,2605.27079,Q08,L2,path_space,mechanism,9,Trust Region Q Adjoint Matching,https://arxiv.org/abs/2605.27079,raw/arxiv/Q08.xml
arxiv:2605.27457,2605.27457,Q09,L2,entropy_production,mechanism,3,Competition for Survival and the Maximum Entropy Production Principle in Self-Organized Silver Particle Chains,https://arxiv.org/abs/2605.27457,raw/arxiv/Q09.xml
arxiv:2605.27770,2605.27770,Q16,L4,evaluation,verification,3,Sampling Triangulations and Calabi-Yau Threefolds with Autoregressive GNNs,https://arxiv.org/abs/2605.27770,raw/arxiv/Q16.xml
arxiv:2605.30722,2605.30722,Q17,L4,correction,exactness,3,Self-Certifying Transport MCMC via Dual Spectral-Gap Certificates,https://arxiv.org/abs/2605.30722,raw/arxiv/Q17.xml
arxiv:2606.03033,2606.03033,Q17,L4,correction,exactness,2,Local and Global Contraction Principles for MCMC Mixing,https://arxiv.org/abs/2606.03033,raw/arxiv/Q17.xml
arxiv:2606.06179,2606.06179,Q08,L2,path_space,mechanism,8,Diffusion Models Observe Only Gradients: A Geometric Perspective on Score Matching Errors,https://arxiv.org/abs/2606.06179,raw/arxiv/Q08.xml
arxiv:2606.10498,2606.10498,Q11,L2,critical_slowing,problem,3,"Microscopic evidence for a Zhang-Rice triplet state in the van der Waals antiferromagnet, NiPS$_3$",https://arxiv.org/abs/2606.10498,raw/arxiv/Q11.xml
arxiv:2606.12710,2606.12710,Q08,L2,path_space,mechanism,7,A Stabilized Path-Space Approach to Diffusion-Based Posterior Sampling,https://arxiv.org/abs/2606.12710,raw/arxiv/Q08.xml
arxiv:2606.13790,2606.13790,P01,L0,root,identifier_probe,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/P01.xml
arxiv:2606.13790,2606.13790,Q01,L0,root,identity,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q01.xml
arxiv:2606.13790,2606.13790,Q02,L0,root,identity,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q02.xml
arxiv:2606.13790,2606.13790,Q03,L1,root_terms,method,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q03.xml
arxiv:2606.13790,2606.13790,Q04,L1,domain,domain,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q04.xml
arxiv:2606.13790,2606.13790,Q07,L2,nonequilibrium,mechanism,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q07.xml
arxiv:2606.13790,2606.13790,Q08,L2,path_space,mechanism,6,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q08.xml
arxiv:2606.13790,2606.13790,Q09,L2,entropy_production,mechanism,2,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q09.xml
arxiv:2606.13790,2606.13790,Q11,L2,critical_slowing,problem,2,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q11.xml
arxiv:2606.13790,2606.13790,Q16,L4,evaluation,verification,2,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q16.xml
arxiv:2606.13790,2606.13790,Q17,L4,correction,exactness,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,raw/arxiv/Q17.xml
arxiv:2606.13790,2606.13790,Q19,L5,correction,exactness,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,expansion/raw/arxiv/Q19.xml
arxiv:2606.13790,2606.13790,Q20,L6,path_lattice,mechanism,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,expansion/raw/arxiv/Q20.xml
arxiv:2606.13790,2606.13790,Q21,L7,stochastic_quantization,mechanism,1,Stochastic Path Sampler For Lattice Field Theory,https://arxiv.org/abs/2606.13790,expansion/raw/arxiv/Q21.xml
arxiv:2606.17252,2606.17252,Q09,L2,entropy_production,mechanism,1,Stochastic Thermodynamics of Score Matching in Diffusion Models,https://arxiv.org/abs/2606.17252,raw/arxiv/Q09.xml
arxiv:2606.18544,2606.18544,Q08,L2,path_space,mechanism,5,Chess Signatures of Play,https://arxiv.org/abs/2606.18544,raw/arxiv/Q08.xml
arxiv:2606.27481,2606.27481,Q11,L2,critical_slowing,problem,1,Sampling the Schwinger Model with Gauge-Equivariant Diffusion,https://arxiv.org/abs/2606.27481,raw/arxiv/Q11.xml
arxiv:2607.07127,2607.07127,Q05,L1,normalizing_flow,method,1,Weight-Space Physics: Interpretable Hypernetworks for Lattice Quantum Field Theories,https://arxiv.org/abs/2607.07127,raw/arxiv/Q05.xml
arxiv:2607.07453,2607.07453,Q08,L2,path_space,mechanism,4,Collaborate to decorrelate in path space: Hamiltonian replica exchange transition interface sampling (HRETIS),https://arxiv.org/abs/2607.07453,raw/arxiv/Q08.xml
arxiv:2607.08505,2607.08505,P10,L4,forward_neighbor,identifier_probe,1,Diffusion Models for Sampling Near Criticality in Lattice Field Theories,https://arxiv.org/abs/2607.08505,raw/arxiv/P10.xml
arxiv:2607.08505,2607.08505,Q10,L2,diffusion,adjacent,1,Diffusion Models for Sampling Near Criticality in Lattice Field Theories,https://arxiv.org/abs/2607.08505,raw/arxiv/Q10.xml
arxiv:2607.08757,2607.08757,Q08,L2,path_space,mechanism,3,Score Accuracy Along the Forward Diffusion Does Not Certify Numerical Stability in Diffusion Sampling,https://arxiv.org/abs/2607.08757,raw/arxiv/Q08.xml
arxiv:2607.11631,2607.11631,Q08,L2,path_space,mechanism,2,Markov Chain Monte Carlo with Diffusion Paths,https://arxiv.org/abs/2607.11631,raw/arxiv/Q08.xml
arxiv:2607.12587,2607.12587,Q16,L4,evaluation,verification,1,Lattice Configuration Generation with a Self-Learning Diffusion Model,https://arxiv.org/abs/2607.12587,raw/arxiv/Q16.xml
arxiv:2607.13757,2607.13757,Q08,L2,path_space,mechanism,1,Girsanov Reweighting for Uncertainty Propagation in Rare-Event Kinetics,https://arxiv.org/abs/2607.13757,raw/arxiv/Q08.xml
arxiv:9907112,9907112,Q07,L2,nonequilibrium,mechanism,4,Lattice field theories with an energy current,https://arxiv.org/abs/9907112,raw/arxiv/Q07.xml
arxiv:9909040,9909040,Q14,L3,author,author_lineage,21,Real-time dynamics in the 1+1 D abelian Higgs model with fermions,https://arxiv.org/abs/9909040,raw/arxiv/Q14.xml
