edge_id,source_arxiv_id,target_arxiv_id,relation_type,relation_basis,evidence_id,confidence,review_status
R0154,2309.17082,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 812: [17] L. Wang, G. Aarts and K. Zhou, Diffusion models as stochastic quantization in lattice field theory, JHEP 05 (2024) 060, [2309.17082].",CIT-260412416-230917082,high,exact_identifier_context_verified
R0155,2409.18861,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 869: [34] A. Bulgarelli, E. Cellini and A. Nada, Sampling SU(3) pure gauge theory with Stochastic Normalizing Flows, PoS LATTICE2024 (2025) 040, [2409.18861].",CIT-260412416-240918861,high,exact_identifier_context_verified
R0156,2502.05504,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 818: [19] Q. Zhu, G. Aarts, W. Wang, K. Zhou and L. Wang, Physics-conditioned diffusion models for lattice gauge theory, JHEP 03 (2026) 111, [2502.05504].",CIT-260412416-250205504,high,exact_identifier_context_verified
R0157,2510.26081,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 824: [21] O. Vega, J. Komijani, A. El-Khadra and M. Marinkovic, Group-Equivariant Diffusion Models for Lattice Field Theory, 2510.26081.",CIT-260412416-251026081,high,exact_identifier_context_verified
R0158,2601.20708,2604.12416,direct_citation,"Exact arXiv identifier in 2604.12416 current text line 857: scalable flow-based approach to mitigate topological freezing, in 42th International Symposium on Lattice Field Theory, 1, 2026. 2601.20708.",CIT-260412416-260120708,high,exact_identifier_context_verified
R0159,2003.06413,2605.06134,direct_citation,"Exact arXiv identifier in 2605.06134 current text line 1433: [4] G. Kanwar, M. S. Albergo, D. Boyda, K. Cranmer, D. C. Hackett, S. Racanière, D. J. Rezende, and P. E. Shanahan, Phys. Rev. Lett. 125, 121601 (2020), arXiv:2003.06413 . [5] D. Boyda, G. Kanwar, S. Racanière, D. J. Rezende, M. S. Albergo, K. Cranmer, D. C. Hackett,",CIT-260506134-200306413,high,exact_identifier_context_verified
R0160,2309.17082,2605.06134,direct_citation,"Exact arXiv identifier in 2605.06134 current text line 1445: [11] O. Vega, J. Komijani, A. El-Khadra, and M. Marinkovic, (2025), arXiv:2510.26081 . [12] L. Wang, G. Aarts, and K. Zhou, JHEP 05, 060 (2024), arXiv:2309.17082 [hep-lat] . [13] G. Aarts, D. E. Habibi, L. Wang, and K. Zhou, JHEP 12, 160 (2025), arXiv:2510.01328 .",CIT-260506134-230917082,high,exact_identifier_context_verified
R0161,2502.05504,2605.06134,direct_citation,"Exact arXiv identifier in 2605.06134 current text line 1429: [1] S. Duane, A. D. Kennedy, B. J. Pendleton, and D. Roweth, Phys. Lett. B 195, 216 (1987). [2] Q. Zhu, G. Aarts, W. Wang, K. Zhou, and L. Wang, (2025), arXiv:2502.05504 [hep-lat] . [3] G. Aarts, D. E. Habibi, A. Ipp, D. I. Müller, T. R. Ranner, L. Wang, W. Wang, and Q. Zhu,",CIT-260506134-250205504,high,exact_identifier_context_verified
R0162,2510.26081,2605.06134,direct_citation,"Exact arXiv identifier in 2605.06134 current text line 1444: [10] J. Ho, A. Jain, and P. Abbeel, CoRR abs/2006.11239 (2020), 2006.11239 . [11] O. Vega, J. Komijani, A. El-Khadra, and M. Marinkovic, (2025), arXiv:2510.26081 . [12] L. Wang, G. Aarts, and K. Zhou, JHEP 05, 060 (2024), arXiv:2309.17082 [hep-lat] .",CIT-260506134-251026081,high,exact_identifier_context_verified
R0163,2110.02673,2605.12597,direct_citation,"Exact arXiv identifier in 2605.12597 current text line 2388: [12] A. W. Senior, R. Evans, J. Jumper, J. Kirkpatrick, theory with equivariant continuous flows, arXiv preprint L. Sifre, T. Green, C. Qin, Á. D. Fernández, K. Kel- arXiv:2110.02673 (2021). ley, I. Sillitoe, et al., Improved protein structure predic- [27] M. Gabrié, G. M. Rotskoff, and E. Vanden-Eijnden,",CIT-260512597-211002673,high,exact_identifier_context_verified
R0164,1810.12879,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1725: [23] K. Zhou, G. Endrődi, L.-G. Pang and H. Stöcker, Regressive and generative neural networks for scalar field theory, Phys. Rev. D 100 (2019) 011501 [1810.12879]. [24] Y. Song and S. Ermon, Generative modeling by estimating gradients of the data distribution,",CIT-260613790-181012879,high,exact_identifier_context_verified
R0165,1904.12072,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1674: [5] M.S. Albergo, G. Kanwar and P.E. Shanahan, Flow-based generative models for Markov chain Monte Carlo in lattice field theory, Phys. Rev. D 100 (2019) 034515 [1904.12072]. [6] K.A. Nicoli, C.J. Anders, L. Funcke, T. Hartung, K. Jansen, P. Kessel et al., Estimation of",CIT-260613790-190412072,high,exact_identifier_context_verified
R0166,2003.06413,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1689: Equivariant flow-based sampling for lattice gauge theory, Phys. Rev. Lett. 125 (2020) 121601 [2003.06413]. [9] D. Boyda, G. Kanwar, S. Racanière, D.J. Rezende, M.S. Albergo, K. Cranmer et al.,",CIT-260613790-200306413,high,exact_identifier_context_verified
R0167,2007.07115,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1677: Thermodynamic Observables in Lattice Field Theories with Deep Generative Models, Phys. Rev. Lett. 126 (2021) 032001 [2007.07115]. [7] M.S. Albergo, G. Kanwar, S. Racanière, D.J. Rezende, J.M. Urban, D. Boyda et al.,",CIT-260613790-200707115,high,exact_identifier_context_verified
R0168,2106.05934,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1680: Flow-based sampling for fermionic lattice field theories, Phys. Rev. D 104 (2021) 114507 [2106.05934].",CIT-260613790-210605934,high,exact_identifier_context_verified
R0169,2107.00734,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1706: Flow-based sampling for multimodal and extended-mode distributions in lattice field theory, 2107.00734. [16] S. Chen, O. Savchuk, S. Zheng, B. Chen, H. Stoecker, L. Wang et al., Fourier-flow model",CIT-260613790-210700734,high,exact_identifier_context_verified
R0170,2110.02673,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1701: [13] P. de Haan, C. Rainone, M.C.N. Cheng and R. Bondesan, Scaling up machine learning for quantum field theory with equivariant continuous flows, 2110.02673. [14] S.-Y. Chen, G. Aarts and B. Lucini, Exploring Generative Networks for Manifolds with",CIT-260613790-211002673,high,exact_identifier_context_verified
R0171,2111.15141,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1751: [33] Q. Zhang and Y. Chen, Path Integral Sampler: a stochastic control approach for sampling, in International Conference on Learning Representations (ICLR), 2022 [2111.15141]. [34] F. Vargas, W. Grathwohl and A. Doucet, Denoising Diffusion Samplers, in International",CIT-260613790-211115141,high,exact_identifier_context_verified
R0172,2201.08862,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1717: [19] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows as non-equilibrium transformations, JHEP 07 (2022) 015 [2201.08862]. [20] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows for lattice field",CIT-260613790-220108862,high,exact_identifier_context_verified
R0173,2202.11712,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1694: Flow-based sampling in the lattice Schwinger model at criticality, Phys. Rev. D 106 (2022) 014514 [2202.11712]. [11] M. Qian and S. Chen, Variational Autoregressive Networks Applied to ϕ4 Field Theory",CIT-260613790-220211712,high,exact_identifier_context_verified
R0174,2207.00283,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1699: quantum field theories with equivariant continuous flows, SciPost Phys. 15 (2023) 238 [2207.00283]. [13] P. de Haan, C. Rainone, M.C.N. Cheng and R. Bondesan, Scaling up machine learning for",CIT-260613790-220700283,high,exact_identifier_context_verified
R0175,2210.03139,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1719: [20] M. Caselle, E. Cellini, A. Nada and M. Panero, Stochastic normalizing flows for lattice field theory, PoS LATTICE2022 (2023) 005 [2210.03139]. [21] M. Caselle, E. Cellini and A. Nada, Stochastic normalizing flows for effective string theory,",CIT-260613790-221003139,high,exact_identifier_context_verified
R0176,2211.03470,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1708: [16] S. Chen, O. Savchuk, S. Zheng, B. Chen, H. Stoecker, L. Wang et al., Fourier-flow model generating Feynman paths, Phys. Rev. D 107 (2023) 056001 [2211.03470]. [17] K. Zhou, L. Wang, L.-G. Pang and S. Shi, Exploring QCD matter in extreme conditions with",CIT-260613790-221103470,high,exact_identifier_context_verified
R0177,2302.13834,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1753: [34] F. Vargas, W. Grathwohl and A. Doucet, Denoising Diffusion Samplers, in International Conference on Learning Representations (ICLR), 2023 [2302.13834]. [35] J. Berner, L. Richter and K. Ullrich, An optimal control perspective on diffusion-based",CIT-260613790-230213834,high,exact_identifier_context_verified
R0178,2307.01050,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1760: Controlled Monte Carlo Diffusions, in International Conference on Learning Representations (ICLR), 2024 [2307.01050]. [38] M.S. Albergo and E. Vanden-Eijnden, NETS: A Non-Equilibrium Transport Sampler,",CIT-260613790-230701050,high,exact_identifier_context_verified
R0179,2309.17082,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1736: [25] L. Wang, G. Aarts and K. Zhou, Diffusion models as stochastic quantization in lattice field theory, Journal of High Energy Physics 2024 (2024) 60 [2309.17082]. [26] Q. Zhu, G. Aarts, W. Wang, K. Zhou and L. Wang, Physics-conditioned diffusion models for",CIT-260613790-230917082,high,exact_identifier_context_verified
R0180,2409.15937,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1723: [22] M. Caselle, E. Cellini and A. Nada, Numerical determination of the width and shape of the effective string using Stochastic Normalizing Flows, JHEP 02 (2025) 090 [2409.15937]. [23] K. Zhou, G. Endrődi, L.-G. Pang and H. Stöcker, Regressive and generative neural networks",CIT-260613790-240915937,high,exact_identifier_context_verified
R0181,2410.02711,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1762: [38] M.S. Albergo and E. Vanden-Eijnden, NETS: A Non-Equilibrium Transport Sampler, 2410.02711. [39] B.D. Coleman and W. Noll, The thermodynamics of elastic materials with heat conduction",CIT-260613790-241002711,high,exact_identifier_context_verified
R0182,2412.19109,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1721: [21] M. Caselle, E. Cellini and A. Nada, Stochastic normalizing flows for effective string theory, 2412.19109. [22] M. Caselle, E. Cellini and A. Nada, Numerical determination of the width and shape of the",CIT-260613790-241219109,high,exact_identifier_context_verified
R0183,2502.05504,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1738: [26] Q. Zhu, G. Aarts, W. Wang, K. Zhou and L. Wang, Physics-conditioned diffusion models for lattice gauge theory, JHEP 03 (2026) 111 [2502.05504]. [27] O. Vega, J. Komijani, A. El-Khadra and M. Marinkovic, Group-Equivariant Diffusion Models",CIT-260613790-250205504,high,exact_identifier_context_verified
R0184,2510.26081,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1740: [27] O. Vega, J. Komijani, A. El-Khadra and M. Marinkovic, Group-Equivariant Diffusion Models for Lattice Field Theory, 2510.26081. [28] G. Aarts, D.E. Habibi, A. Ipp, D.I. Müller, T.R. Ranner, L. Wang et al., Generalizable",CIT-260613790-251026081,high,exact_identifier_context_verified
R0185,2512.19575,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1696: [11] M. Qian and S. Chen, Variational Autoregressive Networks Applied to ϕ4 Field Theory Systems, 2512.19575. [12] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan and M.C.N. Cheng, Learning lattice",CIT-260613790-251219575,high,exact_identifier_context_verified
R0186,2605.06134,2606.13790,direct_citation,"Exact arXiv identifier in 2606.13790 current text line 1746: [30] J. Komijani, M.K. Marinkovic and L. Turgut, Diffusion model for SU(N) gauge theories, 2605.06134. [31] G. Aarts, D.E. Habibi, L. Wang and K. Zhou, Combining complex Langevin dynamics with",CIT-260613790-260506134,high,exact_identifier_context_verified
R0187,1904.12072,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2777: Landau Gauge Fixing, Phys. Rev. D 37, 1581 (1988). in lattice field theory, Phys. Rev. D 100, 034515 (2019), [7] M. Luscher and P. Weisz, Scaling Laws and Triviality arXiv:1904.12072 [hep-lat]. Bounds in the Lattice phi-4 Theory. 3. N Component [13] L. Del Debbio, J. M. Rossney, and M. Wilson, Efficient",CIT-260708505-190412072,high,exact_identifier_context_verified
R0188,2007.07115,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2883: [59] J. Berges, S. Borsanyi, D. Sexty, and I. O. Stamatescu, Theories with Deep Generative Models, Phys. Rev. Lett. 126, 032001 (2021), arXiv:2007.07115 [hep-lat].",CIT-260708505-200707115,high,exact_identifier_context_verified
R0189,2101.08176,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2871: [56] G. O. Roberts and J. S. Rosenthal, Optimal scaling of Shanahan, Introduction to Normalizing Flows for Lattice discrete approximations to Langevin diffusions, J. R. Field Theory (2021), arXiv:2101.08176 [hep-lat]. Statist. Soc. B 60, 255 (1998). [67] M. Gerdes, P. de Haan, C. Rainone, R. Bondesan, and",CIT-260708505-210108176,high,exact_identifier_context_verified
R0190,2201.08862,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2797: tic normalizing flows as non-equilibrium transformations, stochastic quantization in lattice field theory, JHEP 05, JHEP 07, 015, arXiv:2201.08862 [hep-lat]. 060, arXiv:2309.17082 [hep-lat]. [17] J. Finkenrath, Tackling critical slowing down using global [36] L. Wang, G. Aarts, and K. Zhou, Generative Diffu-",CIT-260708505-220108862,high,exact_identifier_context_verified
R0191,2202.11712,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2793: sampling in the lattice Schwinger model at criticality, Gauge Fixing, Sci. Sin. 24, 483 (1981). Phys. Rev. D 106, 014514 (2022), arXiv:2202.11712 [hep- [34] P. H. Damgaard and H. Huffel, Stochastic Quantization, lat]. Phys. Rept. 152, 227 (1987).",CIT-260708505-220211712,high,exact_identifier_context_verified
R0192,2207.00283,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2875: flow-based sampling of lattice QCD, Eur. Phys. J. A 59, with equivariant continuous flows, SciPost Phys. 15, 238 257 (2023), arXiv:2211.07541 [hep-lat]. (2023), arXiv:2207.00283 [hep-lat]. [58] T. Karras, M. Aittala, J. Lehtinen, J. Hellsten, T. Aila, [68] G. Kanwar, Flow-based sampling for lattice field theories,",CIT-260708505-220700283,high,exact_identifier_context_verified
R0193,2211.07541,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2875: flow-based sampling of lattice QCD, Eur. Phys. J. A 59, with equivariant continuous flows, SciPost Phys. 15, 238 257 (2023), arXiv:2211.07541 [hep-lat]. (2023), arXiv:2207.00283 [hep-lat]. [58] T. Karras, M. Aittala, J. Lehtinen, J. Hellsten, T. Aila, [68] G. Kanwar, Flow-based sampling for lattice field theories,",CIT-260708505-221107541,high,exact_identifier_context_verified
R0194,2309.17082,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2797: tic normalizing flows as non-equilibrium transformations, stochastic quantization in lattice field theory, JHEP 05, JHEP 07, 015, arXiv:2201.08862 [hep-lat]. 060, arXiv:2309.17082 [hep-lat]. [17] J. Finkenrath, Tackling critical slowing down using global [36] L. Wang, G. Aarts, and K. Zhou, Generative Diffu-",CIT-260708505-230917082,high,exact_identifier_context_verified
R0195,2311.03578,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2801: Schwinger model (2022), arXiv:2201.02216 [hep-lat]. ence on Neural Information Processing Systems (2023) [18] J. Cotler and S. Rezchikov, Renormalization group flow arXiv:2311.03578 [hep-lat]. as optimal transport, Phys. Rev. D 108, 025003 (2023), [37] G. Aarts, D. E. Habibi, L. Wang, and K. Zhou, On learn-",CIT-260708505-231103578,high,exact_identifier_context_verified
R0196,2502.05504,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2821: [23] A. Singha, E. Cellini, K. A. Nicoli, K. Jansen, Physics-conditioned diffusion models for lattice gauge S. Kühn, and S. Nakajima, Multilevel Generative Sam- theory, JHEP 03, 111, arXiv:2502.05504 [hep-lat]. plers for Investigating Critical Phenomena, in Interna- [43] G. Aarts, D. E. Habibi, A. Ipp, D. I. Müller, T. R.",CIT-260708505-250205504,high,exact_identifier_context_verified
R0197,2605.06134,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2830: ative sampling with physics-informed kernels (2025), [45] J. Komijani, M. K. Marinkovic, and L. Turgut, Diffusion arXiv:2510.26678 [hep-lat]. model for SU(N) gauge theories (2026), arXiv:2605.06134 [26] F. Ihssen, R. Kapust, and J. M. Pawlowski, Solv- [hep-lat].",CIT-260708505-260506134,high,exact_identifier_context_verified
R0198,2605.12597,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2842: Neural Information Processing Systems, Vol. 32 (2019) M. Gabrié, The critical slowing down in diffusion models arXiv:1907.05600 [cs.LG]. (2026), arXiv:2605.12597 [cond-mat.dis-nn]. [30] J. Ho, A. Jain, and P. Abbeel, Denoising diffusion [49] H. Ruan, J. Li, X. Guo, and L. Wang, Generative Crit-",CIT-260708505-260512597,high,exact_identifier_context_verified
R0199,2606.13790,2607.08505,direct_citation,"Exact arXiv identifier in 2607.08505 current text line 2814: tum field theories via neural operator-based flows, Mach. Stochastic Path Sampler For Lattice Field Theory (2026), Learn. Sci. Tech. 5, 045053 (2024), arXiv:2401.00828 arXiv:2606.13790 [hep-lat]. [cs.LG]. [41] Q. Zhu, G. Aarts, W. Wang, K. Zhou, and L. Wang,",CIT-260708505-260613790,high,exact_identifier_context_verified
