node_id,node_type,label,decision,facets,source
author:jon_k_baldwin,author,Jon K. Baldwin,,,
author:matthew_m_schneider,author,Matthew M. Schneider,,,
author:damian_sobieraj,author,Damian Sobieraj,,,
author:jan_wr_bel,author,Jan Wróbel,,,
author:d_nguyen_manh,author,D. Nguyen-Manh,,,
author:s_a_maloy,author,S.A. Maloy,,,
author:enrique_mart_nez,author,Enrique Martínez,,,
paper:title:pacgan the power of two samples in generative adversarial networks,paper,PacGAN: The power of two samples in generative adversarial networks,exclude,failure,http://hdl.handle.net/2142/101060
author:khetan_ashish_kumar,author,"Khetan, Ashish Kumar",,,
paper:doi:10.1145/3528233.3530757,paper,Palette: Image-to-Image Diffusion Models,exclude,adjacent_method,https://doi.org/10.1145/3528233.3530757
author:huiwen_chang,author,Huiwen Chang,,,
author:chris_lee,author,Chris Lee,,,
paper:doi:10.1007/3-540-48162-1_2,paper,Path Integral Representation of Quantum Field Theory,exclude,identity,https://doi.org/10.1007/3-540-48162-1_2
paper:doi:10.1007/978-3-540-87851-3_2,paper,Path Integral Representation of Quantum Field Theory,exclude,identity,https://doi.org/10.1007/978-3-540-87851-3_2
paper:doi:10.1111/1467-9868.00301,paper,Perfect Slice Samplers,exclude,identity,https://doi.org/10.1111/1467-9868.00301
author:antonietta_mira,author,Antonietta Mira,,,
author:jesper_m_ller,author,Jesper Møller,,,
paper:doi:10.1109/tit.2015.2399924,paper,Phase Retrieval via Wirtinger Flow: Theory and Algorithms,exclude,adjacent_method,https://doi.org/10.1109/tit.2015.2399924
author:emmanuel_j_cand_s,author,Emmanuel J. Candès,,,
author:xiaodong_li,author,Xiaodong Li,,,
author:mahdi_soltanolkotabi,author,Mahdi Soltanolkotabi,,,
paper:doi:10.1137/18m1225409,paper,Physics-Informed Generative Adversarial Networks for Stochastic Differential Equations,exclude,mechanism,https://doi.org/10.1137/18m1225409
author:liu_yang,author,Liu Yang,,,
author:dongkun_zhang,author,Dongkun Zhang,,,
author:george_em_karniadakis,author,George Em Karniadakis,,,
paper:doi:10.1109/cvpr52688.2022.01117,paper,RePaint: Inpainting using Denoising Diffusion Probabilistic Models,exclude,adjacent_method,https://doi.org/10.1109/cvpr52688.2022.01117
author:andreas_lugmayr,author,Andreas Lugmayr,,,
author:martin_danelljan,author,Martin Danelljan,,,
author:andr_s_romero,author,Andrés Romero,,,
author:fisher_yu,author,Fisher Yu,,,
author:radu_timofte,author,Radu Timofte,,,
author:luc_van_gool,author,Luc Van Gool,,,
paper:doi:10.1007/s00221-007-0905-4,paper,Regularity of center-of-pressure trajectories depends on the amount of attention invested in postural control,exclude,mechanism,https://doi.org/10.1007/s00221-007-0905-4
author:stella_f_donker,author,Stella F. Donker,,,
author:melvyn_roerdink,author,Melvyn Roerdink,,,
author:a_j_greven,author,A. J. Greven,,,
author:peter_j_beek,author,Peter J. Beek,,,
paper:doi:10.1529/biophysj.107.117044,paper,Sampling the Cell with Anomalous Diffusion—The Discovery of Slowness,exclude,adjacent_method,https://doi.org/10.1529/biophysj.107.117044
author:gernot_guigas,author,Gernot Guigas,,,
author:matthias_wei,author,Matthias Weiß,,,
paper:doi:10.1016/s0006-3495(91)82125-7,paper,Single particle tracking. Analysis of diffusion and flow in two-dimensional systems,exclude,adjacent_method,https://doi.org/10.1016/s0006-3495(91)82125-7
author:hong_qian,author,Hong Qian,,,
author:michael_p_sheetz,author,Michael P. Sheetz,,,
author:e_l_elson,author,E L Elson,,,
paper:doi:10.1038/s41396-018-0082-4,paper,Soil pH mediates the balance between stochastic and deterministic assembly of bacteria,exclude,mechanism,https://doi.org/10.1038/s41396-018-0082-4
author:binu_m_tripathi,author,Binu M. Tripathi,,,
author:james_stegen,author,James Stegen,,,
author:mincheol_kim,author,Mincheol Kim,,,
author:ke_dong,author,Ke Dong,,,
author:jonathan_m_adams,author,Jonathan M. Adams,,,
author:yoo_kyung_lee,author,Yoo Kyung Lee,,,
paper:doi:10.1214/aop/1024404276,paper,Stochastic models of interacting systems,exclude,identity,https://doi.org/10.1214/aop/1024404276
author:thomas_m_liggett,author,Thomas M. Liggett,,,
paper:doi:10.1016/j.automatica.2017.09.004,paper,Stochastic optimal control via forward and backward stochastic differential equations and importance sampling,exclude,mechanism,https://doi.org/10.1016/j.automatica.2017.09.004
author:ioannis_exarchos,author,Ioannis Exarchos,,,
author:evangelos_a_theodorou,author,Evangelos A. Theodorou,,,
paper:doi:10.1088/1751-8121/ab7cfe,paper,Stochastic resetting and applications,exclude,mechanism,https://doi.org/10.1088/1751-8121/ab7cfe
author:martin_r_evans,author,Martin R Evans,,,
author:satya_n_majumdar,author,Satya N Majumdar,,,
author:gr_gory_schehr,author,Grégory Schehr,,,
paper:doi:10.1029/jb094ib12p17917,paper,The <sup>40</sup>Ar/<sup>39</sup>Ar thermochronometry for slowly cooled samples having a distribution of diffusion domain sizes,exclude,adjacent_method,https://doi.org/10.1029/jb094ib12p17917
author:oscar_m_lovera,author,Oscar M. Lovera,,,
author:frank_m_richter,author,Frank M. Richter,,,
author:t_mark_harrison,author,T. Mark Harrison,,,
paper:doi:10.22323/1.042.0251,paper,The lattice gluon propagator in stochastic perturbation theory,exclude,identity,https://doi.org/10.22323/1.042.0251
author:arwed_schiller,author,Arwed Schiller,,,
author:holger_perlt,author,Holger Perlt,,,
author:ernst_michael_ilgenfritz,author,Ernst-Michael Ilgenfritz,,,
paper:doi:10.1038/ncomms12386,paper,Thermodynamics of freezing and melting,exclude,failure,https://doi.org/10.1038/ncomms12386
author:ulf_r_pedersen,author,Ulf R. Pedersen,,,
author:lorenzo_costigliola,author,Lorenzo Costigliola,,,
author:nicholas_p_bailey,author,Nicholas P. Bailey,,,
author:thomas_b_schr_der,author,Thomas B. Schrøder,,,
author:jeppe_c_dyre,author,Jeppe C. Dyre,,,
paper:doi:10.1038/s41467-020-17465-1,paper,Topological flat bands in frustrated kagome lattice CoSn,exclude,failure,https://doi.org/10.1038/s41467-020-17465-1
author:mingu_kang,author,Mingu Kang,,,
author:shiang_fang,author,Shiang Fang,,,
author:linda_ye,author,Linda Ye,,,
author:hoi_chun_po,author,Hoi Chun Po,,,
author:jonathan_denlinger,author,Jonathan Denlinger,,,
author:chris_jozwiak,author,Chris Jozwiak,,,
author:aaron_bostwick,author,Aaron Bostwick,,,
author:eli_rotenberg,author,Eli Rotenberg,,,
author:efthimios_kaxiras,author,Efthimios Kaxiras,,,
author:joseph_g_checkelsky,author,Joseph G. Checkelsky,,,
author:riccardo_comin,author,Riccardo Comin,,,
paper:doi:10.1038/ncomms14009,paper,Topological frustration of artificial spin ice,exclude,failure,https://doi.org/10.1038/ncomms14009
author:jasper_drisko,author,Jasper Drisko,,,
author:thomas_marsh,author,Thomas Marsh,,,
author:john_cumings,author,John Cumings,,,
paper:doi:10.1038/nphys4080,paper,Topological states in engineered atomic lattices,exclude,failure,https://doi.org/10.1038/nphys4080
author:robert_drost,author,Robert Drost,,,
author:teemu_ojanen,author,Teemu Ojanen,,,
author:ari_harju,author,Ari Harju,,,
author:peter_liljeroth,author,Peter Liljeroth,,,
paper:title:veegan reducing mode collapse in gans using implicit variational learning,paper,VEEGAN: Reducing Mode Collapse in GANs using Implicit Variational Learning,exclude,failure,https://www.research.ed.ac.uk/en/publications/f36b467b-c2f1-4f7b-9f87-be9f6c609846
paper:doi:10.1107/s160057671500254x,paper,"Versatile sample environments and automation for biological solution X-ray scattering experiments at the P12 beamline (PETRA III, DESY)",exclude,adjacent_method,https://doi.org/10.1107/s160057671500254x
author:cl_ment_blanchet,author,Clément Blanchet,,,
author:alessandro_spilotros,author,Alessandro Spilotros,,,
author:f_schwemmer,author,F. Schwemmer,,,
author:melissa_a_graewert,author,Melissa A. Graewert,,,
author:alexey_kikhney,author,Alexey Kikhney,,,
author:cy_m_jeffries,author,Cy M. Jeffries,,,
author:daniel_franke,author,Daniel Franke,,,
author:daniel_mark,author,Daniel Mark,,,
author:roland_zengerle,author,Roland Zengerle,,,
author:f_cipriani,author,F. Cipriani,,,
author:stefan_fiedler,author,Stefan Fiedler,,,
author:manfred_roessle,author,Manfred Roessle,,,
author:dmitri_i_svergun,author,Dmitri I. Svergun,,,
paper:doi:10.21105/joss.05021,paper,flowMC: Normalizing flow enhanced sampling package forprobabilistic inference in JAX,exclude,adjacent_method,https://doi.org/10.21105/joss.05021
author:kaze_w_k_wong,author,Kaze W. K. Wong,,,
author:marylou_gabri,author,Marylou Gabrié,,,
author:daniel_foreman_mackey,author,Daniel Foreman-Mackey,,,
paper:doi:10.1007/s11263-010-0390-2,paper,A Database and Evaluation Methodology for Optical Flow,exclude,adjacent_method,https://doi.org/10.1007/s11263-010-0390-2
author:simon_baker,author,Simon Baker,,,
author:daniel_scharstein,author,Daniel Scharstein,,,
author:john_lewis,author,John Lewis,,,
author:stefan_roth,author,Stefan Roth,,,
author:michael_j_black,author,Michael J. Black,,,
author:richard_szeliski,author,Richard Szeliski,,,
paper:doi:10.1609/aaai.v31i1.10735,paper,Deep Spatio-Temporal Residual Networks for Citywide Crowd Flows Prediction,exclude,adjacent_method,https://doi.org/10.1609/aaai.v31i1.10735
author:junbo_zhang,author,Junbo Zhang,,,
author:yu_zheng,author,Yu Zheng,,,
author:dekang_qi,author,Dekang Qi,,,
paper:doi:10.1109/5.726791,paper,Gradient-based learning applied to document recognition,exclude,failure;mechanism,https://doi.org/10.1109/5.726791
author:yann_lecun,author,Yann LeCun,,,
author:l_on_bottou,author,Léon Bottou,,,
author:patrick_haffner,author,Patrick Haffner,,,
paper:doi:10.1609/aaai.v36i3.20162,paper,Low-Light Image Enhancement with Normalizing Flow,exclude,adjacent_method,https://doi.org/10.1609/aaai.v36i3.20162
author:yufei_wang,author,Yufei Wang,,,
author:renjie_wan,author,Renjie Wan,,,
author:wenhan_yang,author,Wenhan Yang,,,
author:haoliang_li,author,Haoliang Li,,,
author:lap_pui_chau,author,Lap‐Pui Chau,,,
author:alex_c_kot,author,Alex C. Kot,,,
paper:doi:10.1146/annurev-fluid-010816-060042,paper,Model Reduction for Flow Analysis and Control,exclude,adjacent_method,https://doi.org/10.1146/annurev-fluid-010816-060042
author:clarence_w_rowley,author,Clarence W. Rowley,,,
author:scott_t_m_dawson,author,Scott T. M. Dawson,,,
paper:doi:10.1038/nbt.2931,paper,Normalization of RNA-seq data using factor analysis of control genes or samples,exclude,adjacent_method,https://doi.org/10.1038/nbt.2931
author:davide_risso,author,Davide Risso,,,
author:john_ngai,author,John Ngai,,,
author:terence_p_speed,author,Terence P. Speed,,,
paper:doi:10.1038/nbt.3935,paper,"Shotgun metagenomics, from sampling to analysis",exclude,adjacent_method,https://doi.org/10.1038/nbt.3935
author:christopher_quince,author,Christopher Quince,,,
author:alan_w_walker,author,Alan W. Walker,,,
author:jared_t_simpson,author,Jared T. Simpson,,,
author:nicholas_j_loman,author,Nicholas J. Loman,,,
author:nicola_segata,author,Nicola Segata,,,
paper:doi:10.1002/alt.3810081002,paper,A CPR sampler of ADR clauses,exclude,evaluation,https://doi.org/10.1002/alt.3810081002
paper:doi:10.17758/eap.u0317210,paper,"A Low Cost Tube-Type Passive Sampler for Ambient BTEX Monitoring in Urban Settings, Thailand",exclude,evaluation,https://doi.org/10.17758/eap.u0317210
paper:doi:10.1021/acsestwater.5c00281.s001,paper,"A Low-Cost, Open-Source, 3D-Printed, Compact, In Situ Automatic Water Sampler for Environmental Surveillance",exclude,evaluation,https://doi.org/10.1021/acsestwater.5c00281.s001
paper:doi:10.35256/ofr88,paper,A Mechanically Simple and Low Cost Subaqueous Surface Sediment Sampler,exclude,evaluation,https://doi.org/10.35256/ofr88
paper:doi:10.1186/gb-2009-10-6-r64,paper,A novel and universal method for microRNA RT-qPCR data normalization,exclude,adjacent_method,https://doi.org/10.1186/gb-2009-10-6-r64
author:pieter_mestdagh,author,Pieter Mestdagh,,,
author:pieter_van_vlierberghe,author,Pieter Van Vlierberghe,,,
author:an_de_weer,author,An De Weer,,,
author:daniel_muth,author,Daniel Muth,,,
author:frank_westermann,author,Frank Westermann,,,
author:frank_speleman,author,Frank Speleman,,,
author:jo_vandesompele,author,Jo Vandesompele,,,
paper:doi:10.1093/plankt/24.10.1097,paper,"A portable, low-cost, multipurpose, surface-subsurface plankton sampler",exclude,evaluation,https://doi.org/10.1093/plankt/24.10.1097
author:s_nayar,author,S. Nayar,,,
paper:doi:10.1037/met0000167,paper,A tutorial on regularized partial correlation networks.,exclude,adjacent_method,https://doi.org/10.1037/met0000167
author:sacha_epskamp,author,Sacha Epskamp,,,
author:eiko_i_fried,author,Eiko I. Fried,,,
paper:doi:10.1007/s00422-010-0364-z,paper,Action and behavior: a free-energy formulation,exclude,objective,https://doi.org/10.1007/s00422-010-0364-z
author:karl_friston,author,Karl Friston,,,
author:james_m_kilner,author,James M. Kilner,,,
author:stefan_j_kiebel,author,Stefan J. Kiebel,,,
paper:doi:10.1109/tits.2016.2643005,paper,An Improved Fuzzy Neural Network for Traffic Speed Prediction Considering Periodic Characteristic,exclude,adjacent_method,https://doi.org/10.1109/tits.2016.2643005
author:jinjun_tang,author,Jinjun Tang,,,
author:fang_liu,author,Fang Liu,,,
author:yajie_zou,author,Yajie Zou,,,
author:weibin_zhang,author,Weibin Zhang,,,
author:yinhai_wang,author,Yinhai Wang,,,
paper:doi:10.1561/2200000013,paper,An Introduction to Conditional Random Fields,exclude,identity,https://doi.org/10.1561/2200000013
paper:doi:10.1016/0370-1573(90)90099-n,paper,"Anomalous diffusion in disordered media: Statistical mechanisms, models and physical applications",exclude,adjacent_method,https://doi.org/10.1016/0370-1573(90)90099-n
author:jean_philippe_bouchaud,author,Jean‐Philippe Bouchaud,,,
author:antoine_georges,author,Antoine Georges,,,
paper:doi:10.1103/physreva.41.706,paper,Autocorrelation functions for discrete random walks on disordered lattice,exclude,evaluation,https://doi.org/10.1103/physreva.41.706
author:donald_jacobs,author,Donald Jacobs,,,
author:hisao_nakanishi,author,Hisao Nakanishi,,,
paper:doi:10.1016/s0167-9473(01)00009-3,paper,Bayesian estimation of state-space models using the Metropolis–Hastings algorithm within Gibbs sampling,exclude,correction,https://doi.org/10.1016/s0167-9473(01)00009-3
paper:doi:10.1214/ss/1009212519,paper,"Bayesian model averaging: a tutorial (with comments by M. Clyde, David Draper and E. I. George, and a rejoinder by the authors",exclude,correction,https://doi.org/10.1214/ss/1009212519
author:jennifer_a_hoeting,author,Jennifer A. Hoeting,,,
author:david_madigan,author,David Madigan,,,
author:adrian_e_raftery,author,Adrian E. Raftery,,,
author:chris_volinsky,author,Chris Volinsky,,,
paper:doi:10.1038/s41592-021-01336-8,paper,Benchmarking atlas-level data integration in single-cell genomics,exclude,mechanism,https://doi.org/10.1038/s41592-021-01336-8
author:malte_d_luecken,author,Malte D. Luecken,,,
author:maren_b_ttner,author,Maren Büttner,,,
author:kridsadakorn_chaichoompu,author,Kridsadakorn Chaichoompu,,,
author:anna_danese,author,Anna Danese,,,
author:marta_interlandi,author,Marta Interlandi,,,
author:martin_mueller,author,Martin Mueller,,,
author:daniel_strobl,author,Daniel Strobl,,,
author:luke_zappia,author,Luke Zappia,,,
author:martin_dugas,author,Martin Dugas,,,
author:maria_colom_tatch,author,Maria Colomé‐Tatché,,,
author:fabian_j_theis,author,Fabian J. Theis,,,
paper:doi:10.1542/peds.2014-0966,paper,Benefits of Strict Rest After Acute Concussion: A Randomized Controlled Trial,exclude,mechanism,https://doi.org/10.1542/peds.2014-0966
author:danny_g_thomas,author,Danny G. Thomas,,,
author:jennifer_niskala_apps,author,Jennifer Niskala Apps,,,
author:raymond_g_hoffmann,author,Raymond G. Hoffmann,,,
author:michael_mccrea,author,Michael McCrea,,,
author:thomas_a_hammeke,author,Thomas A. Hammeke,,,
paper:doi:10.1038/ncomms2630,paper,Broadband phonon mean free path contributions to thermal conductivity measured using frequency domain thermoreflectance,exclude,objective,https://doi.org/10.1038/ncomms2630
author:keith_t_regner,author,Keith T. Regner,,,
author:daniel_p_sellan,author,Daniel P. Sellan,,,
author:zonghui_su,author,Zonghui Su,,,
author:cristina_h_amon,author,Cristina H. Amon,,,
author:alan_j_h_mcgaughey,author,Alan J. H. McGaughey,,,
author:jonathan_a_malen,author,Jonathan A. Malen,,,
paper:doi:10.1038/s41467-019-09982-5,paper,CUT&amp;Tag for efficient epigenomic profiling of small samples and single cells,exclude,failure,https://doi.org/10.1038/s41467-019-09982-5
author:hatice_s_kaya_okur,author,Hatice S Kaya-Okur,,,
author:steven_j_wu,author,Steven J. Wu,,,
author:christine_a_codomo,author,Christine A. Codomo,,,
author:erica_s_pledger,author,Erica S. Pledger,,,
author:terri_d_bryson,author,Terri D. Bryson,,,
author:jorja_g_henikoff,author,Jorja G. Henikoff,,,
author:kami_ahmad,author,Kami Ahmad,,,
author:steven_henikoff,author,Steven Henikoff,,,
paper:doi:10.1038/nphys4270,paper,Classical boson sampling algorithms with superior performance to near-term experiments,exclude,correction,https://doi.org/10.1038/nphys4270
author:alex_neville,author,Alex Neville,,,
author:chris_sparrow,author,Chris Sparrow,,,
author:rapha_l_clifford,author,Raphaël Clifford,,,
author:eric_r_johnston,author,Eric R. Johnston,,,
author:patrick_m_birchall,author,Patrick M. Birchall,,,
author:ashley_montanaro,author,Ashley Montanaro,,,
author:anthony_laing,author,Anthony Laing,,,
paper:doi:10.1145/265924.265925,paper,Continuous profiling,exclude,adjacent_method,https://doi.org/10.1145/265924.265925
author:jennifer_m_anderson,author,Jennifer M. Anderson,,,
author:lance_m_berc,author,Lance M. Berc,,,
author:jeffrey_a_dean,author,Jeffrey A. Dean,,,
author:sanjay_ghemawat,author,Sanjay Ghemawat,,,
author:monika_henzinger,author,Monika Henzinger,,,
author:shun_tak_a_leung,author,Shun-Tak A. Leung,,,
author:richard_l_sites,author,Richard L. Sites,,,
author:mark_t_vandevoorde,author,Mark T. Vandevoorde,,,
author:carl_a_waldspurger,author,Carl A. Waldspurger,,,
author:william_e_weihl,author,William E. Weihl,,,
paper:doi:10.1016/j.tics.2016.01.007,paper,Diffusion Decision Model: Current Issues and History,exclude,adjacent_method,https://doi.org/10.1016/j.tics.2016.01.007
author:roger_ratcliff,author,Roger Ratcliff,,,
author:philip_l_smith,author,Philip L. Smith,,,
author:scott_brown,author,Scott Brown,,,
author:gail_mckoon,author,Gail McKoon,,,
paper:doi:10.1016/j.nurt.2007.05.011,paper,Diffusion Tensor Imaging of the Brain,exclude,adjacent_method,https://doi.org/10.1016/j.nurt.2007.05.011
author:andrew_l_alexander,author,Andrew L. Alexander,,,
author:jee_eun_lee,author,Jee Eun Lee,,,
author:mariana_lazar,author,Mariana Lazar,,,
author:aaron_s_field,author,Aaron S. Field,,,
paper:doi:10.1002/1097-0266(200010/11)21:10/11<1105::aid-smj133>3.0.co;2-e,paper,Dynamic capabilities: what are they?,exclude,objective,https://doi.org/10.1002/1097-0266(200010/11)21:10/11<1105::aid-smj133>3.0.co;2-e
author:kathleen_m_eisenhardt,author,Kathleen M. Eisenhardt,,,
author:jeffrey_a_martin,author,Jeffrey A. Martin,,,
paper:doi:10.5267/j.ac.2018.3.001,paper,"E-banking services impact and customer satisfaction in selected bank branches in Ibadan metropolis, Oyo state, Nigeria",exclude,correction,https://doi.org/10.5267/j.ac.2018.3.001
author:haadi_babatunde_asiyanbi,author,Haadi Babatunde Asiyanbi,,,
author:ajibola_abdulrahamon_ishola,author,Ajibola Abdulrahamon Ishola,,,
paper:doi:10.1002/(sici)1097-0134(19990501)35:2<133::aid-prot1>3.0.co;2-n,paper,Effective energy function for proteins in solution,exclude,objective,https://doi.org/10.1002/(sici)1097-0134(19990501)35:2<133::aid-prot1>3.0.co;2-n
paper:doi:10.1038/s41467-020-17738-9,paper,Entropy-stabilized single-atom Pd catalysts via high-entropy fluorite oxide supports,exclude,objective,https://doi.org/10.1038/s41467-020-17738-9
author:haidi_xu,author,Haidi Xu,,,
author:zihao_zhang,author,Zihao Zhang,,,
author:jixing_liu,author,Jixing Liu,,,
author:chi_linh_do_thanh,author,Chi‐Linh Do‐Thanh,,,
author:hao_chen,author,Hao Chen,,,
author:shuhao_xu,author,Shuhao Xu,,,
author:qinjing_lin,author,Qinjing Lin,,,
author:yi_jiao,author,Yi Jiao,,,
author:jianli_wang,author,Jianli Wang,,,
author:yun_wang,author,Yun Wang,,,
author:yaoqiang_chen,author,Yaoqiang Chen,,,
author:sheng_dai,author,Sheng Dai,,,
paper:doi:10.1109/78.285651,paper,Exact ARMA lattice predictors from autocorrelation functions,exclude,evaluation,https://doi.org/10.1109/78.285651
author:a_monin,author,A. Monin,,,
author:g_salut,author,G. Salut,,,
paper:doi:10.1007/s11229-007-9237-y,paper,Free-energy and the brain,exclude,objective,https://doi.org/10.1007/s11229-007-9237-y
paper:doi:10.1063/1.1664864,paper,Frequency Spectrum and Momentum Autocorrelation Function for a Simple Lattice,exclude,evaluation,https://doi.org/10.1063/1.1664864
author:e_m_baroody,author,E. M. Baroody,,,
paper:doi:10.1186/1471-2105-12-480,paper,GC-Content Normalization for RNA-Seq Data,exclude,adjacent_method,https://doi.org/10.1186/1471-2105-12-480
author:katja_schwartz,author,Katja Schwartz,,,
author:gavin_sherlock,author,Gavin Sherlock,,,
paper:doi:10.1002/adfm.201905933,paper,General Solvothermal Synthesis Method for Complete Solubility Range Bimetallic and High‐Entropy Alloy Nanocatalysts,exclude,objective,https://doi.org/10.1002/adfm.201905933
author:martin_bondesgaard,author,Martin Bondesgaard,,,
author:nils_lau_nyborg_broge,author,Nils Lau Nyborg Broge,,,
author:aref_mamakhel,author,Aref Mamakhel,,,
author:martin_bremholm,author,Martin Bremholm,,,
author:bo_b_iversen,author,Bo B. Iversen,,,
paper:doi:10.5194/gmd-12-1443-2019,paper,Global emissions pathways under different socioeconomic scenarios for use in CMIP6: a dataset of harmonized emissions trajectories through the end of the century,exclude,mechanism,https://doi.org/10.5194/gmd-12-1443-2019
author:matthew_gidden,author,Matthew Gidden,,,
author:keywan_riahi,author,Keywan Riahi,,,
author:steven_j_smith,author,Steven J. Smith,,,
author:shinichiro_fujimori,author,Shinichiro Fujimori,,,
author:gunnar_luderer,author,Gunnar Luderer,,,
author:elmar_kriegler,author,Elmar Kriegler,,,
author:detlef_p_van_vuuren,author,Detlef P. van Vuuren,,,
author:maarten_van_den_berg,author,Maarten van den Berg,,,
author:leyang_feng,author,Leyang Feng,,,
author:david_klein,author,David Klein,,,
author:katherine_calvin,author,Katherine Calvin,,,
author:jonathan_doelman,author,Jonathan Doelman,,,
author:stefan_frank,author,Stefan Frank,,,
author:oliver_fricko,author,Oliver Fricko,,,
author:mathijs_harmsen,author,Mathijs Harmsen,,,
author:tomoko_hasegawa,author,Tomoko Hasegawa,,,
author:peter_havl_k,author,Peter Havlík,,,
author:j_r_me_hilaire,author,Jérôme Hilaire,,,
author:rachel_hoesly,author,Rachel Hoesly,,,
author:jill_horing,author,Jill Horing,,,
author:alexander_popp,author,Alexander Popp,,,
author:elke_stehfest,author,Elke Stehfest,,,
author:kiyoshi_takahashi,author,Kiyoshi Takahashi,,,
paper:doi:10.22323/1.139.0308,paper,Glueball masses from ratios of path integrals,exclude,identity,https://doi.org/10.22323/1.139.0308
author:leonardo_giusti,author,Leonardo Giusti,,,
author:michele_della_morte,author,Michele Della Morte,,,
paper:doi:10.1038/sj.bjc.6601887,paper,High levels of untreated distress and fatigue in cancer patients,exclude,mechanism,https://doi.org/10.1038/sj.bjc.6601887
author:linda_e_carlson,author,Linda E. Carlson,,,
author:maureen_angen,author,Maureen Angen,,,
author:jodi_cullum,author,Jodi Cullum,,,
author:eileen_goodey,author,Eileen Goodey,,,
author:jan_koopmans,author,Jan Koopmans,,,
author:l_lamont,author,L. Lamont,,,
author:jim_macrae,author,Jim Macrae,,,
author:maria_jesus_santamaria_martin,author,Maria Jesus Santamaria Martin,,,
author:genevi_ve_pelletier,author,Geneviève Pelletier,,,
author:john_w_robinson,author,John W. Robinson,,,
author:jennifer_s_simpson,author,Jennifer S. Simpson,,,
author:michael_speca,author,Michael Speca,,,
author:lacey_m_tillotson,author,Lacey M. Tillotson,,,
author:barry_d_bultz,author,Barry D. Bultz,,,
paper:doi:10.1007/s40145-021-0477-y,paper,"High-entropy ceramics: Present status, challenges, and a look forward",exclude,objective,https://doi.org/10.1007/s40145-021-0477-y
author:huimin_xiang,author,Huimin Xiang,,,
author:yan_xing,author,Yan Xing,,,
author:fu_zhi_dai,author,Fu‐Zhi Dai,,,
author:hongjie_wang,author,Hongjie Wang,,,
author:lei_su,author,Lei Su,,,
author:lei_miao,author,Lei Miao,,,
author:guo_jun_zhang,author,Guo‐Jun Zhang,,,
author:yiguang_wang,author,Yiguang Wang,,,
author:xiwei_qi,author,Xiwei Qi,,,
author:lei_yao,author,Lei Yao,,,
author:hailong_wang,author,Hailong Wang,,,
author:biao_zhao,author,Biao Zhao,,,
author:jianqiang_li,author,Jianqiang Li,,,
author:yanchun_zhou,author,Yanchun Zhou,,,
paper:doi:10.1039/d1ee00505g,paper,High-entropy energy materials: challenges and new opportunities,exclude,objective,https://doi.org/10.1039/d1ee00505g
author:yanjiao_ma,author,Yanjiao Ma,,,
author:yuan_ma,author,Yuan Ma,,,
author:qingsong_wang,author,Qingsong Wang,,,
author:simon_schweidler,author,Simon Schweidler,,,
author:miriam_botros,author,Miriam Botros,,,
author:tongtong_fu,author,Tongtong Fu,,,
author:horst_hahn,author,Horst Hahn,,,
author:torsten_brezesinski,author,Torsten Brezesinski,,,
author:ben_breitung,author,Ben Breitung,,,
paper:doi:10.1016/s1053-8119(03)00336-7,paper,How to correct susceptibility distortions in spin-echo echo-planar images: application to diffusion tensor imaging,exclude,adjacent_method,https://doi.org/10.1016/s1053-8119(03)00336-7
author:jesper_andersson,author,Jesper Andersson,,,
author:stefan_skare,author,Stefan Skare,,,
author:john_ashburner,author,John Ashburner,,,
paper:doi:10.1162/neco.2009.09-07-615,paper,Long-Range Out-of-Sample Properties of Autoregressive Neural Networks,exclude,adjacent_method,https://doi.org/10.1162/neco.2009.09-07-615
author:patrick_l_leoni,author,Patrick L. Leoni,,,
paper:doi:10.31274/td-20240617-339,paper,"Low-cost fabrication methods for creating an inertial-based, multiphase microfluidic bioaerosol sampler",exclude,evaluation,https://doi.org/10.31274/td-20240617-339
author:nicholas_joseph_schnoebelen,author,Nicholas Joseph Schnoebelen,,,
paper:doi:10.2172/1136099,paper,Maintenance Connection (MC): MC Tablet Hybrid Software Training for Sampler Inspections [Slides],exclude,evaluation,https://doi.org/10.2172/1136099
author:shannon_smith,author,Shannon Smith,,,
paper:doi:10.1016/s2215-0366(20)30308-4,paper,Mental health before and during the COVID-19 pandemic: a longitudinal probability sample survey of the UK population,exclude,mechanism,https://doi.org/10.1016/s2215-0366(20)30308-4
author:matthias_pierce,author,Matthias Pierce,,,
author:holly_hope,author,Holly Hope,,,
author:tamsin_ford,author,Tamsin Ford,,,
author:stephani_l_hatch,author,Stephani L. Hatch,,,
author:matthew_hotopf,author,Matthew Hotopf,,,
author:ann_john,author,Ann John,,,
author:evangelos_kontopantelis,author,Evangelos Kontopantelis,,,
author:roger_t_webb,author,Roger T. Webb,,,
author:simon_wessely,author,Simon Wessely,,,
author:sally_mcmanus,author,Sally McManus,,,
author:kathryn_m_abel,author,Kathryn M. Abel,,,
paper:doi:10.6084/m9.figshare.11849175.v1,paper,Metropolized Knockoff Sampling,exclude,correction,https://figshare.com/articles/journal_contribution/Metropolized_Knockoff_Sampling/11849175
author:stephen_bates,author,Stephen Bates,,,
author:lucas_janson,author,Lucas Janson,,,
author:wenshuo_wang,author,Wenshuo Wang,,,
