candidate_id,title,authors,year,doi,arxiv_id,primary_url,facets,families,method_groups,query_ids,route_occurrences,score,decision,screen_reason,provenance
doi:10.1016/j.ress.2023.109729,REIN: Reliability Estimation via Importance sampling with Normalizing flows,Agnimitra Dasgupta; E. A. Johnson,2023,10.1016/j.ress.2023.109729,,https://doi.org/10.1016/j.ress.2023.109729,adjacent_method,keyword,flow,Q18,1,-5,exclude,score=-5; phrase_hits=1; strong_domain=; root_methods=; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.1002/cssc.202301284,Revolutionizing Solid‐State NASICON Sodium Batteries: Enhanced Ionic Conductivity Estimation through Multivariate Experimental Parameters Leveraging Machine Learning,Yuyao Zhang; Tingjie Zhan; Yang Sun; Lun Lu; Baoliang Chen,2023,10.1002/cssc.202301284,,https://doi.org/10.1002/cssc.202301284,author,author,,Q10,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=path; routes=author,current OpenAlex response
doi:10.1016/j.jbc.2023.105416,SLC3A2 N-glycosylation and Golgi remodeling regulate SLC7A amino acid exchangers and stress mitigation,Cunjie Zhang; Massiullah Shafaq‐Zadah; Judy Pawling; Geoffrey G. Hesketh; Estelle Dransart; Karina Pacholczyk; Joseph Longo; Anne‐Claude Gingras; Linda Z. Penn; Ludger Johannes; James W. Dennis,2023,10.1016/j.jbc.2023.105416,,https://doi.org/10.1016/j.jbc.2023.105416,author,author,,Q10,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=lattice; routes=author,current OpenAlex response
doi:10.1109/access.2014.2302442,Sampling-Based Robot Motion Planning: A Review,Mohamed Elbanhawi; Milan Simić,2014,10.1109/access.2014.2302442,,https://doi.org/10.1109/access.2014.2302442,identity,root,,Q01,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=field;path;sampl; routes=root,current OpenAlex response
doi:10.1145/3696208,Scabbard: An Exploratory Study on Hardware Aware Design Choices of Learning with Rounding-based Key Encapsulation Mechanisms,Suparna Kundu; Quinten Norga; Angshuman Karmakar; S Gangopadhyay; Jose Maria Bermudo Mera; Ingrid Verbauwhede,2024,10.1145/3696208,,https://doi.org/10.1145/3696208,author,author,,Q10,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=lattice; routes=author,current OpenAlex response
doi:10.1214/13-aap982,Spectral gaps for a Metropolis–Hastings algorithm in infinite dimensions,Martin Hairer; Andrew M. Stuart; Sebastian J. Vollmer,2014,10.1214/13-aap982,,https://doi.org/10.1214/13-aap982,correction,keyword,diffusion;scaling,Q17,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;markov;sampl; routes=keyword,current OpenAlex response
doi:10.46586/tches.v2018.i3.372-393,Standard Lattice-Based Key Encapsulation on Embedded Devices,James Howe; Tobias Oder; Markus Krausz; Tim Güneysu,2018,10.46586/tches.v2018.i3.372-393,,https://doi.org/10.46586/tches.v2018.i3.372-393,author,author,,Q10,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=lattice; routes=author,current OpenAlex response
doi:10.1016/j.neuroimage.2020.116839,The Bayesian Virtual Epileptic Patient: A probabilistic framework designed to infer the spatial map of epileptogenicity in a personalized large-scale brain model of epilepsy spread,Meysam Hashemi; Anirudh Nihalani Vattikonda; V. Sip; Maxime Guye; Fabrice Bartoloméi; Marmaduke Woodman; Viktor Jirsa,2020,10.1016/j.neuroimage.2020.116839,,https://doi.org/10.1016/j.neuroimage.2020.116839,failure,adversarial,,Q32,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=sampl; routes=adversarial,current OpenAlex response
title:the infinite mixture of infinite gaussian mixtures,The Infinite Mixture of Infinite Gaussian Mixtures,Halid Ziya Yerebakan; Bartek Rajwa; Murat Dündar,2014,,,http://hdl.handle.net/1805/7865,failure,adversarial,,Q32,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=sampl; routes=adversarial,current OpenAlex response
doi:10.1002/essoar.10500300.1,"The OPEnSampler: A Low-Cost, Low-Weight, Customizable and Modular Open Source 24-Unit Automatic Water Sampler",mitchell nelke; John Selker; Chet Udell,2019,10.1002/essoar.10500300.1,,https://doi.org/10.1002/essoar.10500300.1,evaluation,evaluation,flow,Q34,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=field;flow;sampl; routes=evaluation,current Crossref response
doi:10.1002/mrm.20033,The effect of gradient sampling schemes on measures derived from diffusion tensor MRI: A Monte Carlo study†,Derek K. Jones,2004,10.1002/mrm.20033,,https://doi.org/10.1002/mrm.20033,adjacent_method,keyword,diffusion,Q22,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;monte;sampl; routes=keyword,current OpenAlex response
doi:10.1002/ana.410330109,The trigeminovascular system and migraine: Studies characterizing cerebrovascular and neuropeptide changes seen in humans and cats,Peter J. Goadsby; Lars Edvinsson,1993,10.1002/ana.410330109,,https://doi.org/10.1002/ana.410330109,adjacent_method,keyword,flow,Q19,1,-5,exclude,score=-5; phrase_hits=0; strong_domain=; root_methods=; domain=flow;path;sampl; routes=keyword,current OpenAlex response
doi:10.1609/aaai.v33i01.3301922,Attention Based Spatial-Temporal Graph Convolutional Networks for Traffic Flow Forecasting,Shengnan Guo; Youfang Lin; Ning Feng; Chao Song; Huaiyu Wan,2019,10.1609/aaai.v33i01.3301922,,https://doi.org/10.1609/aaai.v33i01.3301922,adjacent_method,keyword,flow,Q18;Q19;Q20,3,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;flow; routes=keyword,current OpenAlex response
doi:10.1002/1097-0231(20000630)14:12<1044::aid-rcm987>3.0.co;2-3,"A simple, practical methodology for routine VSMOW/SLAP normalization of water samples analyzed by continuous flow methods",Stephen T. Nelson,2000,10.1002/1097-0231(20000630)14:12<1044::aid-rcm987>3.0.co;2-3,,https://doi.org/10.1002/1097-0231(20000630)14:12<1044::aid-rcm987>3.0.co;2-3,adjacent_method,keyword,flow,Q18;Q19,2,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.1145/311535.311576,Implicit fairing of irregular meshes using diffusion and curvature flow,Mathieu Desbrun; Mark Meyer; Peter Schröder; Alan H. Barr,1999,10.1145/311535.311576,,https://doi.org/10.1145/311535.311576,adjacent_method,keyword,diffusion;flow,Q18;Q19,2,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;flow; routes=keyword,current OpenAlex response
doi:10.3115/1219840.1219885,Incorporating non-local information into information extraction systems by Gibbs sampling,Jenny Rose Finkel; Trond Grenager; Christopher D. Manning,2005,10.3115/1219840.1219885,,https://doi.org/10.3115/1219840.1219885,adjacent_method,keyword,,Q18;Q21,2,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=monte;sampl; routes=keyword,current OpenAlex response
doi:10.1214/aos/1056562461,Slice sampling,Radford M. Neal,2003,10.1214/aos/1056562461,,https://doi.org/10.1214/aos/1056562461,correction;failure,keyword,,Q11;Q17,2,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=markov;sampl; routes=keyword,current OpenAlex response
doi:10.3386/w10780,"When it Rains, it Pours: Procyclical Capital Flows and Macroeconomic Policies",Graciela Kaminsky; Carmen Reinhart; Carlos Végh,2004,10.3386/w10780,,https://doi.org/10.3386/w10780,adjacent_method,keyword,flow,Q19;Q21,2,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=keyword,current OpenAlex response
title:3d steerable cnns learning rotationally equivariant features in volumetric data,3D steerable CNNs: learning rotationally equivariant features in volumetric data,Maurice Weiler; Mario Geiger; Max Welling; Wouter Boomsma; Taco Cohen,2018,,,https://handle.uba.uva.nl/personal/pure/en/publications/3d-steerable-cnns-learning-rotationally-equivariant-features-in-volumetric-data(6749c2ec-a9cc-4a55-b5ae-7664dd705082).html,extension,keyword,,Q24,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;scalar; routes=keyword,current OpenAlex response
doi:10.13031/2013.10407,A Low-Cost Composite Water Sampler for Drip and Stream Flow,R. W. Malone; J. V. Bonta; D. Lightell,2002,10.13031/2013.10407,,https://doi.org/10.13031/2013.10407,evaluation,evaluation,flow,Q34,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=evaluation,current Crossref response
doi:10.1175/2008jas2677.1,A Spectral Stochastic Kinetic Energy Backscatter Scheme and Its Impact on Flow-Dependent Predictability in the ECMWF Ensemble Prediction System,Judith Berner; G. J. Shutts; Martin Leutbecher; T. N. Palmer,2008,10.1175/2008jas2677.1,,https://doi.org/10.1175/2008jas2677.1,adjacent_method,keyword,flow,Q21,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;stochastic; routes=keyword,current OpenAlex response
doi:10.1145/3581783.3611943,A Tale of Two Graphs: Freezing and Denoising Graph Structures for Multimodal Recommendation,Xin Zhou; Zhiqi Shen,2023,10.1145/3581783.3611943,,https://doi.org/10.1145/3581783.3611943,failure,keyword,,Q12,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=lattice;sampl; routes=keyword,current OpenAlex response
doi:10.1016/j.trd.2017.04.035,A stochastic flow-capturing model to optimize the location of fast-charging stations with uncertain electric vehicle flows,Fei Wu; Ramteen Sioshansi,2017,10.1016/j.trd.2017.04.035,,https://doi.org/10.1016/j.trd.2017.04.035,adjacent_method,keyword,flow,Q21,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;stochastic; routes=keyword,current OpenAlex response
doi:10.1109/isbi53787.2023.10230524,Accelerating Diffusion Models Via Pre-Segmentation Diffusion Sampling for Medical Image Segmentation,Xutao Guo; Yanwu Yang; Chenfei Ye; Shang Lu; Bo Peng; Hua Huang; Yang Xiang; Ting Ma,2023,10.1109/isbi53787.2023.10230524,,https://doi.org/10.1109/isbi53787.2023.10230524,adjacent_method,keyword,diffusion,Q22,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.1214/aos/1030563990,Algebraic algorithms for sampling from conditional distributions,Persi Diaconis; Bernd Sturmfels,1998,10.1214/aos/1030563990,,https://doi.org/10.1214/aos/1030563990,correction,keyword,,Q17,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=markov;sampl; routes=keyword,current OpenAlex response
doi:10.1214/aoap/1019487508,Analysis of a nonreversible Markov chain sampler,Persi Diaconis; Susan Holmes; Radford M. Neal,2000,10.1214/aoap/1019487508,,https://doi.org/10.1214/aoap/1019487508,identity,root,,Q01,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=markov;sampl; routes=root,current OpenAlex response
doi:10.4310/atmp.1998.v2.n2.a2,Anti de Sitter space and holography,Edward Witten,1998,10.4310/atmp.1998.v2.n2.a2,,https://doi.org/10.4310/atmp.1998.v2.n2.a2,objective,keyword,,Q15,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;thermodynamic; routes=keyword,current OpenAlex response
doi:10.1111/j.1365-2966.2009.15812.x,Baryon acoustic oscillations in the Sloan Digital Sky Survey Data Release 7 galaxy sample,Will J. Percival; Beth Reid; Daniel J. Eisenstein; Neta A. Bahcall; Tamás Budavári; Joshua A. Frieman; M. Fukugita; James E. Gunn; Željko Ivezić; G. R. Knapp; Richard G. Kron; J. Loveday; Robert H. Lupton; Timothy A. McKay; Avery Meiksin; Robert C. Nichol; Adrian Pope; David J. Schlegel; Donald P. Schneider; David N. Spergel; Chris Stoughton; Michael A. Strauss; Alexander S. Szalay; Max Tegmark; Michael S. Vogeley; David H. Weinberg; Donald G. York; Idit Zehavi,2009,10.1111/j.1365-2966.2009.15812.x,,https://doi.org/10.1111/j.1365-2966.2009.15812.x,failure,keyword,,Q23,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;sampl; routes=keyword,current OpenAlex response
doi:10.1093/bioinformatics/btl485,COPASI—a COmplex PAthway SImulator,Stefan Hoops; Sven Sahle; Ralph Gauges; Christine Lee; Jürgen Pahle; Natalia Simus; Mudita Singhal; Liang Xu; Pedro Mendes; Ursula Kummer,2006,10.1093/bioinformatics/btl485,,https://doi.org/10.1093/bioinformatics/btl485,mechanism,keyword,,Q14,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=path;stochastic; routes=keyword,current OpenAlex response
doi:10.1063/5.0197592,CREST—A program for the exploration of low-energy molecular chemical space,Philipp Pracht; Stefan Grimme; Christoph Bannwarth; Fabian Bohle; Sebastian Ehlert; Gereon Feldmann; Johannes Gorges; Marcel Müller; Tim Stauch; Christoph Plett; Sebastian Spicher; Pit Steinbach; Patryk A. Wesołowski; Felix Zeller,2024,10.1063/5.0197592,,https://doi.org/10.1063/5.0197592,objective,keyword,,Q15,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;sampl; routes=keyword,current OpenAlex response
doi:10.1029/2008wr006912,"Catchments as simple dynamical systems: Catchment characterization, rainfall‐runoff modeling, and doing hydrology backward",James W. Kirchner,2009,10.1029/2008wr006912,,https://doi.org/10.1029/2008wr006912,mechanism,keyword,flow;gauge,Q14,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=gauge;monte; routes=keyword,current OpenAlex response
doi:10.1287/mnsc.17.4.b141,Decision-Making in a Fuzzy Environment,Richard Bellman; L. A. Zadeh,1970,10.1287/mnsc.17.4.b141,,https://doi.org/10.1287/mnsc.17.4.b141,adjacent_method,keyword,flow,Q21,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;stochastic; routes=keyword,current OpenAlex response
doi:10.1142/9789811209703_0012,Dirac Lattice Path Integral,,2020,10.1142/9789811209703_0012,,https://doi.org/10.1142/9789811209703_0012,identity,root,,Q02,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=lattice;path; routes=root,current Crossref response
doi:10.1111/j.1365-2664.2009.01737.x,Distance software: design and analysis of distance sampling surveys for estimating population size,Len Thomas; S. T. Buckland; Eric A. Rexstad; Jeff Laake; Samantha Strindberg; Sharon L. Hedley; Jonathan Bishop; Tiago A. Marques; Kenneth P. Burnham,2009,10.1111/j.1365-2664.2009.01737.x,,https://doi.org/10.1111/j.1365-2664.2009.01737.x,failure,keyword,,Q11,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;sampl; routes=keyword,current OpenAlex response
doi:10.1007/s12080-022-00532-2,Effects of noise correlation and imperfect data sampling on indicators of critical slowing down,Taranjot Kaur; Partha Sharathi Dutta,2022,10.1007/s12080-022-00532-2,,https://doi.org/10.1007/s12080-022-00532-2,failure,keyword,failure,Q11,1,-6,exclude,score=-6; phrase_hits=1; strong_domain=; root_methods=; domain=sampl; routes=keyword,current OpenAlex response
doi:10.1021/ja00181a020,Enhanced sampling in molecular dynamics: use of the time-dependent Hartree approximation for a simulation of carbon monoxide diffusion through myoglobin,Ron Elber; Martin Karplus,1990,10.1021/ja00181a020,,https://doi.org/10.1021/ja00181a020,adjacent_method,keyword,diffusion,Q22,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.1007/978-3-642-57886-1_8,Field Theory on a Lattice,Gert Roepstorff,1994,10.1007/978-3-642-57886-1_8,,https://doi.org/10.1007/978-3-642-57886-1_8,identity,root,,Q02,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;lattice; routes=root,current Crossref response
doi:10.1063/1.2432340,From A to B in free energy space,Davide Branduardi; Francesco Luigi Gervasio; Michele Parrinello,2007,10.1063/1.2432340,,https://doi.org/10.1063/1.2432340,objective,keyword,,Q15,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=path;sampl; routes=keyword,current OpenAlex response
title:gauge equivariant convolutional networks and the icosahedral cnn,Gauge Equivariant Convolutional Networks and the Icosahedral CNN,Taco Cohen; Maurice Weiler; Berkay Kicanaoglu; Max Welling,2019,,,https://handle.uba.uva.nl/personal/pure/en/publications/gauge-equivariant-convolutional-networks-and-the-icosahedral-cnn(f5757ac8-3af2-4eda-9e5d-5ccd859e113c).html,extension,keyword,gauge;scaling,Q24,1,-6,exclude,score=-6; phrase_hits=1; strong_domain=; root_methods=; domain=gauge; routes=keyword,current OpenAlex response
doi:10.1007/s10462-023-10502-7,Geometric deep learning and equivariant neural networks,Jan E. Gerken; Jimmy Aronsson; Oscar Carlsson; Hampus Linander; Fredrik Ohlsson; Christoffer Petersson; Daniel Persson,2023,10.1007/s10462-023-10502-7,,https://doi.org/10.1007/s10462-023-10502-7,extension,keyword,gauge,Q24,1,-6,exclude,score=-6; phrase_hits=1; strong_domain=; root_methods=; domain=gauge; routes=keyword,current OpenAlex response
doi:10.1016/j.cviu.2021.103314,HSGAN: Reducing mode collapse in GANs by the latent code distance of homogeneous samples,Simin Yu; Kuntian Zhang; Chuan Xiao; Joshua Zhexue Huang; Mark Junjie Li; Makoto Onizuka,2021,10.1016/j.cviu.2021.103314,,https://doi.org/10.1016/j.cviu.2021.103314,failure,keyword,failure,Q23,1,-6,exclude,score=-6; phrase_hits=1; strong_domain=; root_methods=; domain=sampl; routes=keyword,current OpenAlex response
doi:10.1103/physrevlett.120.177401,High-Harmonic Generation in Solids with and without Topological Edge States,D. Bauer; Kenneth K. Hansen,2018,10.1103/physrevlett.120.177401,,https://doi.org/10.1103/physrevlett.120.177401,failure,keyword,gauge,Q12,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;topolog; routes=keyword,current OpenAlex response
doi:10.1287/mnsc.36.2.123,Information Technology Implementation Research: A Technological Diffusion Approach,Randolph B. Cooper; Robert W. Zmud,1990,10.1287/mnsc.36.2.123,,https://doi.org/10.1287/mnsc.36.2.123,adjacent_method,keyword,diffusion,Q22,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.22323/1.251.0282,Lefschetz-thimble path integral for solving the mean-field sign problem,Yuya Tanizaki; Hiromichi Nishimura; Kouji Kashiwa,2016,10.22323/1.251.0282,,https://doi.org/10.22323/1.251.0282,identity,root,,Q02,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;path; routes=root,current Crossref response
doi:10.1198/073500102317351921,Macroeconomic Forecasting Using Diffusion Indexes,James H. Stock; Mark W. Watson,2002,10.1198/073500102317351921,,https://doi.org/10.1198/073500102317351921,adjacent_method,keyword,diffusion,Q22,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.1038/npjqi.2015.1,Majorana zero modes and topological quantum computation,S. Das Sarma; Michael Freedman; Chetan Nayak,2015,10.1038/npjqi.2015.1,,https://doi.org/10.1038/npjqi.2015.1,failure,keyword,gauge,Q23,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;topolog; routes=keyword,current OpenAlex response
doi:10.1016/s0304-4203(97)00099-6,"Measuring –NH4+ in marine, estuarine and fresh waters: An adaptation of the ammonia diffusion method for samples with low ammonium concentrations",R. M. Holmes; J. W. McClelland; Daniel M. Sigman; Brian Fry; B. J. Peterson,1998,10.1016/s0304-4203(97)00099-6,,https://doi.org/10.1016/s0304-4203(97)00099-6,adjacent_method,keyword,diffusion,Q22,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.1364/oe.19.003044,Megahertz OCT for ultrawide-field retinal imaging with a 1050nm Fourier domain mode-locked laser,Thomas Klein; Wolfgang Wieser; Christoph M. Eigenwillig; Benjamin R. Biedermann; Robert Huber,2011,10.1364/oe.19.003044,,https://doi.org/10.1364/oe.19.003044,failure,keyword,,Q23,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;sampl; routes=keyword,current OpenAlex response
doi:10.1073/pnas.0806202105,MicroRNAs regulate critical genes associated with multiple myeloma pathogenesis,Flavia Pichiorri; Sung-Suk Suh; Marco Ladetto; Michael Kuehl; Tiziana Palumbo; Daniela Drandi; Cristian Taccioli; Nicola Zanesi; Hansjüerg Alder; John P. Hagan; Reinhold Munker; Stefano Volinia; Mario Boccadoro; Ramiro Garzon; Antonio Palumbo; Rami I. Aqeilan; Carlo M. Croce,2008,10.1073/pnas.0806202105,,https://doi.org/10.1073/pnas.0806202105,failure,keyword,,Q11,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=path;sampl; routes=keyword,current OpenAlex response
doi:10.1109/18.119735,Modeling and estimation of multiresolution stochastic processes,Michèle Basseville; Albert Benveniste; K.C. Chou; S. Golden; Ramine Nikoukhah; Alan S. Willsky,1992,10.1109/18.119735,,https://doi.org/10.1109/18.119735,mechanism,keyword,,Q14,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=lattice;stochastic; routes=keyword,current OpenAlex response
doi:10.1186/1752-0509-1-39,Modeling gene expression regulatory networks with the sparse vector autoregressive model,André Fujita; João Ricardo Sato; Miguel Garay-Malpartida; Rui Yamaguchi; Satoru Miyano; Mari Cleide Sogayar; Carlos Eduardo Ferreira,2007,10.1186/1752-0509-1-39,,10.1186/1752-0509-1-39,adjacent_method,keyword,flow,Q20,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.1061/(asce)0733-9399(1997)123:7(660),Multisurface Interface Model for Analysis of Masonry Structures,Paulo B. Lourénço; J.G. Rots,1997,10.1061/(asce)0733-9399(1997)123:7(660),,https://doi.org/10.1061/(asce)0733-9399(1997)123:7(660),failure,keyword,flow,Q23,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.22323/1.187.0326,Numerical Stochastic Perturbation Theory and the Gradient Flow,Mattia Dalla Brida; Dirk Hesse,2014,10.22323/1.187.0326,,https://doi.org/10.22323/1.187.0326,identity,root,flow,Q02,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;stochastic; routes=root,current Crossref response
doi:10.1109/globalsip.2018.8646478,ON THE TRADEOFF BETWEEN MODE COLLAPSE AND SAMPLE QUALITY IN GENERATIVE ADVERSARIAL NETWORKS,Sudarshan Adiga; Mohamed Adel Attia; Wei-Ting Chang; Ravi Tandon,2018,10.1109/globalsip.2018.8646478,,https://doi.org/10.1109/globalsip.2018.8646478,failure,keyword,failure,Q23,1,-6,exclude,score=-6; phrase_hits=1; strong_domain=; root_methods=; domain=sampl; routes=keyword,current OpenAlex response
doi:10.1145/3283254.3283282,On the convergence and mode collapse of GAN,Zhaoyu Zhang; Mengyan Li; Jun Yu,2018,10.1145/3283254.3283282,,https://doi.org/10.1145/3283254.3283282,failure,keyword,failure,Q23,1,-6,exclude,score=-6; phrase_hits=1; strong_domain=; root_methods=; domain=sampl; routes=keyword,current OpenAlex response
doi:10.1126/sciadv.aav2002,Outstanding radiation resistance of tungsten-based high-entropy alloys,Osman El‐Atwani; Nan Li; M. Li; Arun Devaraj; Jon K. Baldwin; Matthew M. Schneider; Damian Sobieraj; Jan Wróbel; D. Nguyen-Manh; S.A. Maloy; Enrique Martínez,2019,10.1126/sciadv.aav2002,,https://doi.org/10.1126/sciadv.aav2002,objective,keyword,,Q16,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=monte;sampl; routes=keyword,current OpenAlex response
title:pacgan the power of two samples in generative adversarial networks,PacGAN: The power of two samples in generative adversarial networks,"Khetan, Ashish Kumar",2018,,,http://hdl.handle.net/2142/101060,failure,keyword,failure,Q23,1,-6,exclude,score=-6; phrase_hits=1; strong_domain=; root_methods=; domain=sampl; routes=keyword,current OpenAlex response
doi:10.1145/3528233.3530757,Palette: Image-to-Image Diffusion Models,Chitwan Saharia; William Chan; Huiwen Chang; Chris Lee; Jonathan Ho; Tim Salimans; David J. Fleet; Mohammad Norouzi,2022,10.1145/3528233.3530757,,https://doi.org/10.1145/3528233.3530757,adjacent_method,keyword,diffusion,Q22,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.1007/3-540-48162-1_2,Path Integral Representation of Quantum Field Theory,,2007,10.1007/3-540-48162-1_2,,https://doi.org/10.1007/3-540-48162-1_2,identity,root,,Q02,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;path; routes=root,current Crossref response
doi:10.1007/978-3-540-87851-3_2,Path Integral Representation of Quantum Field Theory,,2008,10.1007/978-3-540-87851-3_2,,https://doi.org/10.1007/978-3-540-87851-3_2,identity,root,,Q02,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=field;path; routes=root,current Crossref response
doi:10.1111/1467-9868.00301,Perfect Slice Samplers,Antonietta Mira; Jesper Møller; Gareth O. Roberts,2001,10.1111/1467-9868.00301,,https://doi.org/10.1111/1467-9868.00301,identity,root,,Q01,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=markov;sampl; routes=root,current OpenAlex response
doi:10.1109/tit.2015.2399924,Phase Retrieval via Wirtinger Flow: Theory and Algorithms,Emmanuel J. Candès; Xiaodong Li; Mahdi Soltanolkotabi,2015,10.1109/tit.2015.2399924,,https://doi.org/10.1109/tit.2015.2399924,adjacent_method,keyword,flow,Q21,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=flow;sampl; routes=keyword,current OpenAlex response
doi:10.1137/18m1225409,Physics-Informed Generative Adversarial Networks for Stochastic Differential Equations,Liu Yang; Dongkun Zhang; George Em Karniadakis,2020,10.1137/18m1225409,,https://doi.org/10.1137/18m1225409,mechanism,keyword,diffusion,Q14,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;stochastic; routes=keyword,current OpenAlex response
doi:10.1109/cvpr52688.2022.01117,RePaint: Inpainting using Denoising Diffusion Probabilistic Models,Andreas Lugmayr; Martin Danelljan; Andrés Romero; Fisher Yu; Radu Timofte; Luc Van Gool,2022,10.1109/cvpr52688.2022.01117,,https://doi.org/10.1109/cvpr52688.2022.01117,adjacent_method,keyword,diffusion,Q20,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
doi:10.1007/s00221-007-0905-4,Regularity of center-of-pressure trajectories depends on the amount of attention invested in postural control,Stella F. Donker; Melvyn Roerdink; A. J. Greven; Peter J. Beek,2007,10.1007/s00221-007-0905-4,,https://doi.org/10.1007/s00221-007-0905-4,mechanism,keyword,scaling,Q13,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=path;sampl; routes=keyword,current OpenAlex response
doi:10.1529/biophysj.107.117044,Sampling the Cell with Anomalous Diffusion—The Discovery of Slowness,Gernot Guigas; Matthias Weiß,2007,10.1529/biophysj.107.117044,,https://doi.org/10.1529/biophysj.107.117044,adjacent_method,keyword,diffusion,Q22,1,-6,exclude,score=-6; phrase_hits=0; strong_domain=; root_methods=; domain=diffusion;sampl; routes=keyword,current OpenAlex response
